,Row ID,Order ID,Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
279947,228311,228311,2018-01-29,2018-01-29,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1238.48,1,0.0,528
279949,228758,228758,2018-02-01,2018-02-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,528
279950,229101,229101,2018-02-05,2018-02-05,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,528
279951,218661,218661,2017-11-16,2017-11-16,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,529
279952,219142,219142,2017-11-20,2017-11-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,529
279953,219205,219205,2017-11-22,2017-11-22,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1276.4,1,0.0,529
279959,236887,236887,2018-05-28,2018-05-28,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1298.22,1,0.0,530
279971,218252,218252,2017-11-14,2017-11-14,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,530
279978,236122,236122,2018-05-09,2018-05-09,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1295.62,1,0.0,531
279979,236240,236240,2018-05-10,2018-05-10,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1286.21,1,0.0,531
279981,218054,218054,2017-11-15,2017-11-15,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1268.8,1,0.0,531
279986,120448,120448,2014-02-04,2014-02-04,1,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03000,SBI,DB03000,JURASSIEN,1671.12,2,0.0,532
279993,182083,182083,2016-08-25,2016-08-25,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1426.89,1,0.0,533
279994,184697,184697,2016-09-28,2016-09-28,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1461.69,1,0.0,533
279995,186538,186538,2016-10-14,2016-10-14,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1465.01,1,0.0,533
279996,192811,192811,2016-12-07,2016-12-07,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1466.11,1,0.0,533
279997,195532,195532,2017-01-05,2017-01-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1496.61,1,0.0,533
279998,201987,201987,2017-03-21,2017-03-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1474.4,1,0.0,533
280009,269274,269274,2019-04-08,2019-04-08,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1387.09,1,0.0,534
280011,181182,181182,2016-08-01,2016-08-01,3,WWWUSD,WEB USD,DETI,CA,,,,,DB03051,SBI,DB03051,MYRIAD II WOOD STOVE WITH BLOWER,1578.36,1,0.0,535
280020,237950,237950,2018-06-26,2018-06-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280021,238187,238187,2018-07-03,2018-07-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280022,238194,238194,2018-07-03,2018-07-03,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1314.83,1,0.0,536
280028,238402,238402,2018-07-06,2018-07-06,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1314.93,1,0.0,536
280029,238518,238518,2018-07-10,2018-07-10,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280030,253392,253392,2018-11-13,2018-11-13,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280031,253888,253888,2018-11-15,2018-11-15,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280032,252463,252463,2018-11-07,2018-11-07,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280034,251937,251937,2018-11-05,2018-11-05,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280035,252670,252670,2018-11-08,2018-11-08,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,536
280037,250257,250257,2018-10-25,2018-10-25,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1309.02,1,0.0,537
280038,250264,250264,2018-10-25,2018-10-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280039,250289,250289,2018-10-25,2018-10-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280040,238195,238195,2018-07-03,2018-07-03,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1024.92,1,0.0,537
280042,238773,238773,2018-07-16,2018-07-16,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1026.01,1,0.0,537
280044,239515,239515,2018-08-02,2018-08-02,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1014.0,1,0.0,537
280046,240987,240987,2018-08-27,2018-08-27,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1016.18,1,0.0,537
280047,242166,242166,2018-09-06,2018-09-06,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1027.57,1,0.0,537
280048,242422,242422,2018-09-10,2018-09-10,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1027.73,1,0.0,537
280053,233936,233936,2018-04-04,2018-04-04,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1289.41,1,0.0,537
280054,239414,239414,2018-08-01,2018-08-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280056,240012,240012,2018-08-13,2018-08-13,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1313.63,1,0.0,537
280057,240442,240442,2018-08-20,2018-08-20,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1307.12,1,0.0,537
280058,240605,240605,2018-08-21,2018-08-21,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1305.12,1,0.0,537
280060,240783,240783,2018-08-23,2018-08-23,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1305.12,1,0.0,537
280061,240901,240901,2018-08-24,2018-08-24,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1308.92,1,0.0,537
280062,240972,240972,2018-08-27,2018-08-27,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280063,249039,249039,2018-10-19,2018-10-19,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1302.82,1,0.0,537
280064,242748,242748,2018-09-11,2018-09-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280065,243002,243002,2018-09-13,2018-09-13,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1300.82,1,0.0,537
280066,243377,243377,2018-09-17,2018-09-17,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1304.72,1,0.0,537
280067,243390,243390,2018-09-17,2018-09-17,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1304.72,1,0.0,537
280068,243407,243407,2018-09-17,2018-09-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280069,244411,244411,2018-09-24,2018-09-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280070,244690,244690,2018-09-25,2018-09-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280073,245087,245087,2018-09-26,2018-09-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280074,245224,245224,2018-09-28,2018-09-28,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1302.62,1,0.0,537
280075,245336,245336,2018-09-28,2018-09-28,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1302.62,1,0.0,537
280076,246531,246531,2018-10-05,2018-10-05,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1288.61,1,0.0,537
280077,247999,247999,2018-10-15,2018-10-15,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1303.72,1,0.0,537
280080,245776,245776,2018-10-01,2018-10-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280081,245779,245779,2018-10-01,2018-10-01,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280082,246908,246908,2018-10-09,2018-10-09,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1295.92,1,0.0,537
280083,246911,246911,2018-10-09,2018-10-09,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1295.92,1,0.0,537
280086,241076,241076,2018-08-27,2018-08-27,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1303.62,1,0.0,537
280087,241207,241207,2018-08-28,2018-08-28,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1296.82,1,0.0,537
280088,242344,242344,2018-09-10,2018-09-10,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1314.93,1,0.0,537
280089,242412,242412,2018-09-10,2018-09-10,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1318.43,1,0.0,537
280090,242534,242534,2018-09-10,2018-09-10,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1318.43,1,0.0,537
280092,254323,254323,2018-11-19,2018-11-19,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280094,241323,241323,2018-08-30,2018-08-30,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1294.11,1,0.0,537
280095,241324,241324,2018-08-29,2018-08-29,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1294.11,1,0.0,537
280096,241657,241657,2018-08-31,2018-08-31,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280097,241682,241682,2018-08-31,2018-08-31,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1298.42,1,0.0,537
280098,241772,241772,2018-09-04,2018-09-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,537
280099,241784,241784,2018-09-04,2018-09-04,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1305.52,1,0.0,537
280101,241773,241773,2018-09-04,2018-09-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1567.68,1,0.0,539
280105,241957,241957,2018-09-05,2018-09-05,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1584.38,1,0.0,539
280109,242408,242408,2018-09-10,2018-09-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1583.18,1,0.0,539
280113,243272,243272,2018-09-17,2018-09-17,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1562.75,1,0.0,539
280114,243372,243372,2018-09-17,2018-09-17,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1566.71,1,0.0,539
280115,243375,243375,2018-09-17,2018-09-17,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1566.71,1,0.0,539
280123,242222,242222,2018-09-07,2018-09-07,3,WWWUS,WEB US,DETI,CA,,,,,DB07200,SBI,DB07200,HT2000 WOOD STOVE,1777.17,1,0.0,539
280142,257496,257496,2018-12-10,2018-12-10,3,WWWUS,WEB US,DETI,CA,,,,,DB03125,SBI,DB03125,ESCAPE 1800-I WOOD INSERT,1604.14,1,0.0,542
280144,210415,210415,2017-09-18,2017-09-18,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1218.47,1,0.0,542
280145,209361,209361,2017-09-07,2017-09-07,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1249.29,1,0.0,542
280146,209701,209701,2017-09-11,2017-09-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,542
280148,121844,121844,2014-02-18,2014-02-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,543
280149,121847,121847,2014-02-18,2014-02-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,543
280156,118691,118691,2014-01-17,2014-01-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,545
280157,214599,214599,2017-10-20,2017-10-20,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
280158,214998,214998,2017-10-31,2017-10-31,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1263.7,1,0.0,545
280159,215947,215947,2017-10-31,2017-10-31,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
280163,216668,216668,2017-11-08,2017-11-08,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1287.41,1,0.0,545
280164,212380,212380,2017-10-06,2017-10-06,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1248.59,1,0.0,545
280165,213116,213116,2017-10-11,2017-10-11,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1254.69,1,0.0,545
280166,213431,213431,2017-10-12,2017-10-12,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1251.79,1,0.0,545
280167,213956,213956,2017-10-17,2017-10-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
280174,211465,211465,2017-09-26,2017-09-26,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1234.58,1,0.0,546
280175,211679,211679,2017-09-27,2017-09-27,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,546
280177,211132,211132,2017-09-26,2017-09-26,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1233.78,1,0.0,546
280183,189601,189601,2016-11-10,2016-11-10,4,BUI400,BUILDDIRECT.COM,DETI,CA,VANCOUVER,,V6B 5A1,2200-401 WEST GEORGIA ST,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1157.03,1,0.0,547
280199,167258,167258,2015-11-17,2015-11-17,2,POE250,POELES-FOYERS.COM 9013-1403 QUEBEC INC.,DETI,CA,TROIS-RIVIERES,,G8Z 3Y5,"2860, COTE RICHELIEU",OB02211,SBI,OB02211,2200 POÊLE À BOIS,2069.0,1,0.0,551
280200,116971,116971,2014-01-06,2014-01-06,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,552
280203,245214,245214,2018-09-28,2018-09-28,4,HOM201,HOME DEPOT.CA,DETI,CA,TORONTO,,M3C 4H9,900-1 CONCORDE GATE,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1141.63,1,0.0,553
280205,245674,245674,2018-10-01,2018-10-01,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1551.93,1,0.0,553
280213,208405,208405,2017-08-29,2017-08-29,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1255.79,1,0.0,555
